Plaza ID,Date,Hour,Direction,# Vehicles - E-ZPass,# Vehicles - VToll
5,2017-03-27,21,I,348,31
5,2017-03-27,21,O,141,26
5,2017-03-27,22,I,187,18
5,2017-03-27,22,O,82,16
5,2017-03-27,23,I,123,8
5,2017-03-27,23,O,84,20
5,2017-03-26,0,I,163,24
5,2017-03-26,0,O,101,25
5,2017-03-26,1,I,92,16
5,2017-03-26,1,O,62,20
5,2017-03-26,2,I,68,15
5,2017-03-26,2,O,31,12
5,2017-03-26,3,I,39,9
5,2017-03-26,3,O,28,8
5,2017-03-26,4,I,34,8
5,2017-03-26,4,O,18,4
5,2017-03-26,5,I,41,7
5,2017-03-26,5,O,64,7
5,2017-03-26,6,I,79,14
5,2017-03-26,6,O,143,7
5,2017-03-26,7,I,115,10
5,2017-03-26,7,O,216,33
5,2017-03-26,8,I,150,36
5,2017-03-26,8,O,319,22
5,2017-03-26,9,I,212,36
5,2017-03-26,9,O,406,25
5,2017-03-26,10,I,292,32
5,2017-03-26,10,O,461,41
5,2017-03-26,11,I,312,39
5,2017-03-26,11,O,534,40
5,2017-03-26,12,I,445,46
5,2017-03-26,12,O,522,44
5,2017-03-26,13,I,540,51
5,2017-03-26,13,O,532,46
5,2017-03-26,14,I,525,67
5,2017-03-26,14,O,431,65
5,2017-03-26,15,I,603,68
5,2017-03-26,15,O,435,61
5,2017-03-26,16,I,611,70
5,2017-03-26,16,O,410,69
5,2017-03-26,17,I,529,66
5,2017-03-26,17,O,346,62
5,2017-03-26,18,I,487,56
5,2017-03-26,18,O,323,50
5,2017-03-26,19,I,386,40
5,2017-03-26,19,O,301,62
5,2017-03-26,20,I,324,32
5,2017-03-26,20,O,264,51
5,2017-03-26,21,I,278,34
5,2017-03-26,21,O,152,28
5,2017-03-26,22,I,196,33
5,2017-03-26,22,O,130,29
5,2017-03-26,23,I,115,14
5,2017-03-26,23,O,99,15
5,2017-03-25,0,I,0,0
5,2017-03-25,0,O,4,1
5,2017-03-25,1,I,0,0
5,2017-03-25,1,O,0,0
5,2017-03-25,2,I,0,0
5,2017-03-25,2,O,0,0
5,2017-03-25,3,I,0,0
5,2017-03-25,3,O,0,0
5,2017-03-25,4,I,0,0
5,2017-03-25,4,O,0,0
5,2017-03-25,5,I,80,9
5,2017-03-25,5,O,147,10
5,2017-03-25,6,I,135,18
5,2017-03-25,6,O,238,16
5,2017-03-25,7,I,179,31
5,2017-03-25,7,O,361,24
5,2017-03-25,8,I,237,47
5,2017-03-25,8,O,458,25
5,2017-03-25,9,I,336,43
5,2017-03-25,9,O,539,27
5,2017-03-25,10,I,389,41
5,2017-03-25,10,O,497,47
5,2017-03-25,11,I,482,43
5,2017-03-25,11,O,571,45
5,2017-03-25,12,I,449,51
5,2017-03-25,12,O,581,60
5,2017-03-25,13,I,557,50
5,2017-03-25,13,O,523,55
5,2017-03-25,14,I,540,58
5,2017-03-25,14,O,470,51
5,2017-03-25,15,I,574,57
5,2017-03-25,15,O,453,59
5,2017-03-25,16,I,577,71
5,2017-03-25,16,O,496,67
5,2017-03-25,17,I,542,70
5,2017-03-25,17,O,481,60
5,2017-03-25,18,I,532,73
5,2017-03-25,18,O,394,45
5,2017-03-25,19,I,424,69
5,2017-03-25,19,O,363,40
5,2017-03-25,20,I,352,48
5,2017-03-25,20,O,249,45
5,2017-03-25,21,I,334,34
5,2017-03-25,21,O,270,35
5,2017-03-25,22,I,302,21
5,2017-03-25,22,O,232,31
5,2017-03-25,23,I,236,22
5,2017-03-25,23,O,160,36
5,2017-03-24,0,I,0,0
5,2017-03-24,0,O,20,11
5,2017-03-24,1,I,0,0
5,2017-03-24,1,O,13,0
5,2017-03-24,2,I,0,0
5,2017-03-24,2,O,18,1
5,2017-03-24,3,I,0,0
5,2017-03-24,3,O,22,7
5,2017-03-24,4,I,13,5
5,2017-03-24,4,O,63,5
5,2017-03-24,5,I,120,17
5,2017-03-24,5,O,318,16
5,2017-03-24,6,I,325,41
5,2017-03-24,6,O,932,35
5,2017-03-24,7,I,432,45
5,2017-03-24,7,O,1410,74
5,2017-03-24,8,I,389,50
5,2017-03-24,8,O,945,69
5,2017-03-24,9,I,354,53
5,2017-03-24,9,O,596,40
5,2017-03-24,10,I,314,42
5,2017-03-24,10,O,492,53
5,2017-03-24,11,I,379,35
5,2017-03-24,11,O,467,56
5,2017-03-24,12,I,421,42
5,2017-03-24,12,O,587,62
5,2017-03-24,13,I,447,29
5,2017-03-24,13,O,606,61
5,2017-03-24,14,I,762,63
5,2017-03-24,14,O,533,49
5,2017-03-24,15,I,1104,85
5,2017-03-24,15,O,631,70
5,2017-03-24,16,I,1068,91
5,2017-03-24,16,O,576,61
5,2017-03-24,17,I,1064,79
5,2017-03-24,17,O,560,78
5,2017-03-24,18,I,847,68
5,2017-03-24,18,O,445,60
5,2017-03-24,19,I,589,43
5,2017-03-24,19,O,351,32
5,2017-03-24,20,I,438,48
5,2017-03-24,20,O,239,31
5,2017-03-24,21,I,373,40
5,2017-03-24,21,O,201,32
5,2017-03-24,22,I,95,10
5,2017-03-24,22,O,152,23
5,2017-03-24,23,I,0,0
5,2017-03-24,23,O,147,25
5,2017-03-23,0,I,93,10
5,2017-03-23,0,O,25,2
5,2017-03-23,1,I,36,8
5,2017-03-23,1,O,25,6
5,2017-03-23,2,I,31,5
5,2017-03-23,2,O,12,4
5,2017-03-23,3,I,13,11
5,2017-03-23,3,O,20,5
5,2017-03-23,4,I,24,3
5,2017-03-23,4,O,63,4
5,2017-03-23,5,I,93,19
5,2017-03-23,5,O,358,14
5,2017-03-23,6,I,350,39
5,2017-03-23,6,O,953,48
5,2017-03-23,7,I,405,49
5,2017-03-23,7,O,1681,121
5,2017-03-23,8,I,383,57
5,2017-03-23,8,O,1060,86
5,2017-03-23,9,I,367,42
5,2017-03-23,9,O,773,65
5,2017-03-23,10,I,321,54
5,2017-03-23,10,O,549,49
5,2017-03-23,11,I,326,32
5,2017-03-23,11,O,497,43
5,2017-03-23,12,I,326,40
5,2017-03-23,12,O,428,61
5,2017-03-23,13,I,432,48
5,2017-03-23,13,O,507,54
5,2017-03-23,14,I,607,55
5,2017-03-23,14,O,520,52
5,2017-03-23,15,I,850,61
5,2017-03-23,15,O,607,82
5,2017-03-23,16,I,862,86
5,2017-03-23,16,O,550,68
5,2017-03-23,17,I,1054,76
5,2017-03-23,17,O,553,57
5,2017-03-23,18,I,1092,89
5,2017-03-23,18,O,503,64
5,2017-03-23,19,I,737,43
5,2017-03-23,19,O,349,48
5,2017-03-23,20,I,583,37
5,2017-03-23,20,O,243,34
5,2017-03-23,21,I,453,38
5,2017-03-23,21,O,181,33
5,2017-03-23,22,I,5,0
5,2017-03-23,22,O,88,18
5,2017-03-23,23,I,0,0
5,2017-03-23,23,O,68,15
5,2017-03-22,0,I,104,19
5,2017-03-22,0,O,27,10
5,2017-03-22,1,I,45,4
5,2017-03-22,1,O,20,6
5,2017-03-22,2,I,26,6
5,2017-03-22,2,O,15,1
5,2017-03-22,3,I,20,3
5,2017-03-22,3,O,16,4
5,2017-03-22,4,I,27,1
5,2017-03-22,4,O,76,7
5,2017-03-22,5,I,112,12
5,2017-03-22,5,O,346,12
5,2017-03-22,6,I,315,29
5,2017-03-22,6,O,998,39
5,2017-03-22,7,I,442,52
5,2017-03-22,7,O,1585,82
5,2017-03-22,8,I,418,46
5,2017-03-22,8,O,1087,99
5,2017-03-22,9,I,356,50
5,2017-03-22,9,O,758,58
5,2017-03-22,10,I,315,43
5,2017-03-22,10,O,549,46
5,2017-03-22,11,I,338,42
5,2017-03-22,11,O,455,32
5,2017-03-22,12,I,372,46
5,2017-03-22,12,O,426,59
5,2017-03-22,13,I,410,46
5,2017-03-22,13,O,442,48
5,2017-03-22,14,I,604,52
5,2017-03-22,14,O,498,48
5,2017-03-22,15,I,980,82
5,2017-03-22,15,O,592,61
5,2017-03-22,16,I,996,81
5,2017-03-22,16,O,542,59
5,2017-03-22,17,I,1083,64
5,2017-03-22,17,O,561,63
5,2017-03-22,18,I,1015,77
5,2017-03-22,18,O,407,34
5,2017-03-22,19,I,712,48
5,2017-03-22,19,O,340,41
5,2017-03-22,20,I,475,35
5,2017-03-22,20,O,185,34
5,2017-03-22,21,I,368,37
5,2017-03-22,21,O,151,28
5,2017-03-22,22,I,273,18
5,2017-03-22,22,O,113,22
5,2017-03-22,23,I,159,8
5,2017-03-22,23,O,99,21
5,2017-03-21,0,I,99,15
5,2017-03-21,0,O,30,10
5,2017-03-21,1,I,37,7
5,2017-03-21,1,O,19,6
5,2017-03-21,2,I,22,4
5,2017-03-21,2,O,16,2
5,2017-03-21,3,I,23,4
5,2017-03-21,3,O,23,2
5,2017-03-21,4,I,32,4
5,2017-03-21,4,O,59,6
5,2017-03-21,5,I,109,10
5,2017-03-21,5,O,360,9
5,2017-03-21,6,I,333,38
5,2017-03-21,6,O,982,51
5,2017-03-21,7,I,432,48
5,2017-03-21,7,O,1535,70
5,2017-03-21,8,I,434,55
5,2017-03-21,8,O,1078,80
5,2017-03-21,9,I,369,45
5,2017-03-21,9,O,706,63
5,2017-03-21,10,I,383,49
5,2017-03-21,10,O,519,54
5,2017-03-21,11,I,332,54
5,2017-03-21,11,O,431,36
5,2017-03-21,12,I,366,30
5,2017-03-21,12,O,417,48
5,2017-03-21,13,I,412,48
5,2017-03-21,13,O,465,58
5,2017-03-21,14,I,543,50
5,2017-03-21,14,O,531,60
5,2017-03-21,15,I,778,54
5,2017-03-21,15,O,613,65
5,2017-03-21,16,I,1131,70
5,2017-03-21,16,O,537,61
5,2017-03-21,17,I,1113,82
5,2017-03-21,17,O,523,66
5,2017-03-21,18,I,1154,76
5,2017-03-21,18,O,435,56
5,2017-03-21,19,I,759,59
5,2017-03-21,19,O,334,28
5,2017-03-21,20,I,496,32
5,2017-03-21,20,O,216,22
5,2017-03-21,21,I,392,27
5,2017-03-21,21,O,170,21
5,2017-03-21,22,I,253,29
5,2017-03-21,22,O,128,18
5,2017-03-21,23,I,160,16
5,2017-03-21,23,O,88,21
5,2017-03-20,0,I,89,17
5,2017-03-20,0,O,37,17
5,2017-03-20,1,I,32,8
5,2017-03-20,1,O,14,8
5,2017-03-20,2,I,31,6
5,2017-03-20,2,O,16,4
5,2017-03-20,3,I,21,3
5,2017-03-20,3,O,26,6
5,2017-03-20,4,I,29,2
5,2017-03-20,4,O,70,3
5,2017-03-20,5,I,95,23
5,2017-03-20,5,O,312,14
5,2017-03-20,6,I,339,39
5,2017-03-20,6,O,925,46
5,2017-03-20,7,I,406,50
5,2017-03-20,7,O,1515,75
5,2017-03-20,8,I,392,61
5,2017-03-20,8,O,945,62
5,2017-03-20,9,I,360,44
5,2017-03-20,9,O,670,67
5,2017-03-20,10,I,332,39
5,2017-03-20,10,O,544,32
5,2017-03-20,11,I,336,49
5,2017-03-20,11,O,485,49
5,2017-03-20,12,I,349,35
5,2017-03-20,12,O,430,49
5,2017-03-20,13,I,424,34
5,2017-03-20,13,O,449,50
5,2017-03-20,14,I,557,41
5,2017-03-20,14,O,504,48
5,2017-03-20,15,I,793,61
5,2017-03-20,15,O,567,55
5,2017-03-20,16,I,1042,80
5,2017-03-20,16,O,502,72
5,2017-03-20,17,I,1072,82
5,2017-03-20,17,O,543,58
5,2017-03-20,18,I,1004,85
5,2017-03-20,18,O,452,45
5,2017-03-20,19,I,716,45
5,2017-03-20,19,O,326,45
5,2017-03-20,20,I,494,42
5,2017-03-20,20,O,187,34
5,2017-03-20,21,I,363,25
5,2017-03-20,21,O,129,28
5,2017-03-20,22,I,224,18
5,2017-03-20,22,O,111,25
5,2017-03-20,23,I,132,15
5,2017-03-20,23,O,76,21
5,2017-03-19,0,I,204,24
5,2017-03-19,0,O,97,19
5,2017-03-19,1,I,140,20
5,2017-03-19,1,O,60,18
5,2017-03-19,2,I,76,15
5,2017-03-19,2,O,33,15
5,2017-03-19,3,I,44,14
5,2017-03-19,3,O,38,15
5,2017-03-19,4,I,38,11
5,2017-03-19,4,O,43,6
5,2017-03-19,5,I,39,9
5,2017-03-19,5,O,76,6
5,2017-03-19,6,I,99,13
5,2017-03-19,6,O,147,14
5,2017-03-19,7,I,97,11
5,2017-03-19,7,O,216,13
5,2017-03-19,8,I,152,21
5,2017-03-19,8,O,247,36
5,2017-03-19,9,I,188,32
5,2017-03-19,9,O,364,32
5,2017-03-19,10,I,288,26
5,2017-03-19,10,O,462,47
5,2017-03-19,11,I,311,42
5,2017-03-19,11,O,520,47
5,2017-03-19,12,I,551,75
5,2017-03-19,12,O,470,42
5,2017-03-19,13,I,535,46
5,2017-03-19,13,O,510,46
5,2017-03-19,14,I,632,76
5,2017-03-19,14,O,493,63
5,2017-03-19,15,I,666,81
5,2017-03-19,15,O,452,59
5,2017-03-19,16,I,751,108
5,2017-03-19,16,O,445,62
5,2017-03-19,17,I,628,104
5,2017-03-19,17,O,413,43
5,2017-03-19,18,I,530,76
5,2017-03-19,18,O,381,61
5,2017-03-19,19,I,475,63
5,2017-03-19,19,O,311,36
5,2017-03-19,20,I,347,38
5,2017-03-19,20,O,255,41
5,2017-03-19,21,I,314,38
5,2017-03-19,21,O,207,26
5,2017-03-19,22,I,201,22
5,2017-03-19,22,O,122,43
5,2017-03-19,23,I,150,18
5,2017-03-19,23,O,81,25
5,2017-03-18,0,I,146,22
5,2017-03-18,0,O,99,20
5,2017-03-18,1,I,99,19
5,2017-03-18,1,O,54,19
5,2017-03-18,2,I,54,20
5,2017-03-18,2,O,42,11
5,2017-03-18,3,I,49,8
5,2017-03-18,3,O,21,6
5,2017-03-18,4,I,37,7
5,2017-03-18,4,O,38,5
5,2017-03-18,5,I,52,7
5,2017-03-18,5,O,101,8
5,2017-03-18,6,I,108,15
5,2017-03-18,6,O,215,22
5,2017-03-18,7,I,143,28
5,2017-03-18,7,O,334,35
5,2017-03-18,8,I,193,34
5,2017-03-18,8,O,393,46
5,2017-03-18,9,I,215,22
5,2017-03-18,9,O,430,43
5,2017-03-18,10,I,300,29
5,2017-03-18,10,O,480,35
5,2017-03-18,11,I,342,38
5,2017-03-18,11,O,488,38
5,2017-03-18,12,I,436,52
5,2017-03-18,12,O,478,50
5,2017-03-18,13,I,449,52
5,2017-03-18,13,O,477,66
5,2017-03-18,14,I,476,54
5,2017-03-18,14,O,440,59
5,2017-03-18,15,I,435,52
5,2017-03-18,15,O,457,51
5,2017-03-18,16,I,537,62
5,2017-03-18,16,O,398,64
5,2017-03-18,17,I,475,66
5,2017-03-18,17,O,405,42
5,2017-03-18,18,I,490,48
5,2017-03-18,18,O,333,44
5,2017-03-18,19,I,380,40
5,2017-03-18,19,O,259,45
5,2017-03-18,20,I,288,38
5,2017-03-18,20,O,216,31
5,2017-03-18,21,I,287,19
5,2017-03-18,21,O,222,22
5,2017-03-18,22,I,246,16
5,2017-03-18,22,O,186,36
5,2017-03-18,23,I,266,27
5,2017-03-18,23,O,148,32
5,2017-03-17,0,I,118,11
5,2017-03-17,0,O,50,13
5,2017-03-17,1,I,67,8
5,2017-03-17,1,O,27,6
5,2017-03-17,2,I,45,3
5,2017-03-17,2,O,26,7
5,2017-03-17,3,I,27,5
5,2017-03-17,3,O,21,3
5,2017-03-17,4,I,36,1
5,2017-03-17,4,O,60,1
5,2017-03-17,5,I,102,11
5,2017-03-17,5,O,285,24
5,2017-03-17,6,I,278,34
5,2017-03-17,6,O,787,41
5,2017-03-17,7,I,391,45
5,2017-03-17,7,O,1379,75
5,2017-03-17,8,I,381,60
5,2017-03-17,8,O,941,71
5,2017-03-17,9,I,321,35
5,2017-03-17,9,O,640,54
5,2017-03-17,10,I,316,40
5,2017-03-17,10,O,546,44
5,2017-03-17,11,I,298,44
5,2017-03-17,11,O,494,49
5,2017-03-17,12,I,404,43
5,2017-03-17,12,O,466,50
5,2017-03-17,13,I,433,37
5,2017-03-17,13,O,485,60
5,2017-03-17,14,I,631,66
5,2017-03-17,14,O,621,49
5,2017-03-17,15,I,893,61
5,2017-03-17,15,O,536,83
5,2017-03-17,16,I,933,73
5,2017-03-17,16,O,529,83
5,2017-03-17,17,I,892,64
5,2017-03-17,17,O,451,66
5,2017-03-17,18,I,745,67
5,2017-03-17,18,O,411,59
5,2017-03-17,19,I,551,58
5,2017-03-17,19,O,344,42
5,2017-03-17,20,I,381,42
5,2017-03-17,20,O,288,40
5,2017-03-17,21,I,388,42
5,2017-03-17,21,O,192,35
5,2017-03-17,22,I,405,38
5,2017-03-17,22,O,196,36
5,2017-03-17,23,I,224,28
5,2017-03-17,23,O,156,31
5,2017-03-16,0,I,86,8
5,2017-03-16,0,O,36,10
5,2017-03-16,1,I,49,5
5,2017-03-16,1,O,17,4
5,2017-03-16,2,I,26,3
5,2017-03-16,2,O,18,4
5,2017-03-16,3,I,27,5
5,2017-03-16,3,O,26,4
5,2017-03-16,4,I,31,3
5,2017-03-16,4,O,64,2
5,2017-03-16,5,I,85,10
5,2017-03-16,5,O,336,17
5,2017-03-16,6,I,288,27
5,2017-03-16,6,O,900,39
5,2017-03-16,7,I,389,46
5,2017-03-16,7,O,1499,65
5,2017-03-16,8,I,397,42
5,2017-03-16,8,O,941,90
5,2017-03-16,9,I,279,34
5,2017-03-16,9,O,791,61
5,2017-03-16,10,I,313,39
5,2017-03-16,10,O,554,55
5,2017-03-16,11,I,316,27
5,2017-03-16,11,O,495,54
5,2017-03-16,12,I,354,44
5,2017-03-16,12,O,416,42
5,2017-03-16,13,I,379,44
5,2017-03-16,13,O,441,40
5,2017-03-16,14,I,597,48
5,2017-03-16,14,O,458,45
5,2017-03-16,15,I,839,77
5,2017-03-16,15,O,519,68
5,2017-03-16,16,I,836,72
5,2017-03-16,16,O,502,81
5,2017-03-16,17,I,1031,86
5,2017-03-16,17,O,513,52
5,2017-03-16,18,I,1099,93
5,2017-03-16,18,O,431,49
5,2017-03-16,19,I,932,70
5,2017-03-16,19,O,316,43
5,2017-03-16,20,I,695,58
5,2017-03-16,20,O,219,28
5,2017-03-16,21,I,425,27
5,2017-03-16,21,O,154,27
5,2017-03-16,22,I,311,30
5,2017-03-16,22,O,128,23
5,2017-03-16,23,I,174,11
5,2017-03-16,23,O,98,26
5,2017-03-15,0,I,41,9
5,2017-03-15,0,O,21,4
5,2017-03-15,1,I,25,4
5,2017-03-15,1,O,10,4
5,2017-03-15,2,I,16,4
5,2017-03-15,2,O,14,3
5,2017-03-15,3,I,14,2
5,2017-03-15,3,O,23,2
5,2017-03-15,4,I,25,4
5,2017-03-15,4,O,52,3
5,2017-03-15,5,I,63,16
5,2017-03-15,5,O,282,12
5,2017-03-15,6,I,228,24
5,2017-03-15,6,O,765,27
5,2017-03-15,7,I,344,23
5,2017-03-15,7,O,1355,63
5,2017-03-15,8,I,338,48
5,2017-03-15,8,O,936,76
5,2017-03-15,9,I,292,29
5,2017-03-15,9,O,513,43
5,2017-03-15,10,I,265,27
5,2017-03-15,10,O,407,32
5,2017-03-15,11,I,233,29
5,2017-03-15,11,O,333,26
5,2017-03-15,12,I,236,28
5,2017-03-15,12,O,328,28
5,2017-03-15,13,I,321,19
5,2017-03-15,13,O,359,28
5,2017-03-15,14,I,506,52
5,2017-03-15,14,O,363,43
5,2017-03-15,15,I,759,60
5,2017-03-15,15,O,450,51
5,2017-03-15,16,I,705,63
5,2017-03-15,16,O,422,38
5,2017-03-15,17,I,768,54
5,2017-03-15,17,O,432,59
5,2017-03-15,18,I,992,79
5,2017-03-15,18,O,342,37
5,2017-03-15,19,I,614,43
5,2017-03-15,19,O,241,28
5,2017-03-15,20,I,389,39
5,2017-03-15,20,O,149,29
5,2017-03-15,21,I,275,29
5,2017-03-15,21,O,117,16
5,2017-03-15,22,I,197,20
5,2017-03-15,22,O,110,26
5,2017-03-15,23,I,126,14
5,2017-03-15,23,O,74,18
5,2017-03-14,0,I,137,16
5,2017-03-14,0,O,44,11
5,2017-03-14,1,I,78,9
5,2017-03-14,1,O,46,6
5,2017-03-14,2,I,34,8
5,2017-03-14,2,O,30,11
5,2017-03-14,3,I,29,3
5,2017-03-14,3,O,51,2
5,2017-03-14,4,I,39,4
5,2017-03-14,4,O,61,4
5,2017-03-14,5,I,34,5
5,2017-03-14,5,O,88,5
5,2017-03-14,6,I,57,8
5,2017-03-14,6,O,137,9
5,2017-03-14,7,I,61,7
5,2017-03-14,7,O,96,13
5,2017-03-14,8,I,81,4
5,2017-03-14,8,O,126,8
5,2017-03-14,9,I,56,5
5,2017-03-14,9,O,67,5
5,2017-03-14,10,I,68,7
5,2017-03-14,10,O,74,6
5,2017-03-14,11,I,52,8
5,2017-03-14,11,O,56,4
5,2017-03-14,12,I,50,7
5,2017-03-14,12,O,52,8
5,2017-03-14,13,I,77,14
5,2017-03-14,13,O,94,13
5,2017-03-14,14,I,98,13
5,2017-03-14,14,O,115,8
5,2017-03-14,15,I,125,15
5,2017-03-14,15,O,111,9
5,2017-03-14,16,I,154,23
5,2017-03-14,16,O,121,16
5,2017-03-14,17,I,144,18
5,2017-03-14,17,O,104,10
5,2017-03-14,18,I,122,12
5,2017-03-14,18,O,118,12
5,2017-03-14,19,I,108,15
5,2017-03-14,19,O,83,12
5,2017-03-14,20,I,85,6
5,2017-03-14,20,O,62,10
5,2017-03-14,21,I,69,9
5,2017-03-14,21,O,46,4
5,2017-03-14,22,I,85,13
5,2017-03-14,22,O,60,5
5,2017-03-14,23,I,56,15
5,2017-03-14,23,O,38,6
5,2017-03-13,0,I,80,17
5,2017-03-13,0,O,49,13
5,2017-03-13,1,I,50,9
5,2017-03-13,1,O,25,5
5,2017-03-13,2,I,21,5
5,2017-03-13,2,O,19,7
5,2017-03-13,3,I,20,3
5,2017-03-13,3,O,24,9
5,2017-03-13,4,I,39,8
5,2017-03-13,4,O,64,3
5,2017-03-13,5,I,80,17
5,2017-03-13,5,O,344,24
5,2017-03-13,6,I,318,30
5,2017-03-13,6,O,927,35
5,2017-03-13,7,I,402,38
5,2017-03-13,7,O,1540,78
5,2017-03-13,8,I,384,58
5,2017-03-13,8,O,970,72
5,2017-03-13,9,I,323,46
5,2017-03-13,9,O,772,63
5,2017-03-13,10,I,357,39
5,2017-03-13,10,O,575,42
5,2017-03-13,11,I,341,34
5,2017-03-13,11,O,484,59
5,2017-03-13,12,I,374,34
5,2017-03-13,12,O,492,46
5,2017-03-13,13,I,363,27
5,2017-03-13,13,O,503,61
5,2017-03-13,14,I,606,58
5,2017-03-13,14,O,466,50
5,2017-03-13,15,I,814,89
5,2017-03-13,15,O,557,59
5,2017-03-13,16,I,1148,82
5,2017-03-13,16,O,538,58
5,2017-03-13,17,I,1118,82
5,2017-03-13,17,O,520,73
5,2017-03-13,18,I,1126,92
5,2017-03-13,18,O,462,63
5,2017-03-13,19,I,815,60
5,2017-03-13,19,O,345,48
5,2017-03-13,20,I,513,52
5,2017-03-13,20,O,227,44
5,2017-03-13,21,I,390,50
5,2017-03-13,21,O,186,27
5,2017-03-13,22,I,266,31
5,2017-03-13,22,O,164,42
5,2017-03-13,23,I,198,24
5,2017-03-13,23,O,125,30
5,2017-03-12,0,I,177,32
5,2017-03-12,0,O,92,18
5,2017-03-12,1,I,101,24
5,2017-03-12,1,O,51,14
5,2017-03-12,2,I,0,0
5,2017-03-12,2,O,0,0
5,2017-03-12,3,I,80,19
5,2017-03-12,3,O,38,10
5,2017-03-12,4,I,50,10
5,2017-03-12,4,O,32,15
5,2017-03-12,5,I,49,9
5,2017-03-12,5,O,54,10
5,2017-03-12,6,I,72,19
5,2017-03-12,6,O,117,11
5,2017-03-12,7,I,94,15
5,2017-03-12,7,O,181,24
5,2017-03-12,8,I,135,13
5,2017-03-12,8,O,240,20
5,2017-03-12,9,I,145,13
5,2017-03-12,9,O,323,29
5,2017-03-12,10,I,235,27
5,2017-03-12,10,O,426,44
5,2017-03-12,11,I,296,31
5,2017-03-12,11,O,456,39
5,2017-03-12,12,I,393,37
5,2017-03-12,12,O,483,40
5,2017-03-12,13,I,450,48
5,2017-03-12,13,O,520,39
5,2017-03-12,14,I,521,48
5,2017-03-12,14,O,464,55
5,2017-03-12,15,I,458,55
5,2017-03-12,15,O,490,54
5,2017-03-12,16,I,583,67
5,2017-03-12,16,O,497,52
5,2017-03-12,17,I,549,66
5,2017-03-12,17,O,446,57
5,2017-03-12,18,I,436,48
5,2017-03-12,18,O,313,54
5,2017-03-12,19,I,357,43
5,2017-03-12,19,O,346,39
5,2017-03-12,20,I,467,33
5,2017-03-12,20,O,265,40
5,2017-03-12,21,I,321,30
5,2017-03-12,21,O,198,33
5,2017-03-12,22,I,180,27
5,2017-03-12,22,O,131,36
5,2017-03-12,23,I,122,18
5,2017-03-12,23,O,97,16
5,2017-03-11,0,I,145,23
5,2017-03-11,0,O,58,18
5,2017-03-11,1,I,94,16
5,2017-03-11,1,O,49,15
5,2017-03-11,2,I,69,11
5,2017-03-11,2,O,32,9
5,2017-03-11,3,I,38,10
5,2017-03-11,3,O,26,10
5,2017-03-11,4,I,34,8
5,2017-03-11,4,O,31,4
5,2017-03-11,5,I,46,9
5,2017-03-11,5,O,111,11
5,2017-03-11,6,I,100,21
5,2017-03-11,6,O,228,21
5,2017-03-11,7,I,205,31
5,2017-03-11,7,O,398,32
5,2017-03-11,8,I,236,32
5,2017-03-11,8,O,411,31
5,2017-03-11,9,I,236,45
5,2017-03-11,9,O,498,50
5,2017-03-11,10,I,343,31
5,2017-03-11,10,O,484,44
5,2017-03-11,11,I,414,33
5,2017-03-11,11,O,489,40
5,2017-03-11,12,I,427,40
5,2017-03-11,12,O,486,47
5,2017-03-11,13,I,443,47
5,2017-03-11,13,O,516,52
5,2017-03-11,14,I,503,65
5,2017-03-11,14,O,457,67
5,2017-03-11,15,I,519,66
5,2017-03-11,15,O,444,61
5,2017-03-11,16,I,552,75
5,2017-03-11,16,O,438,74
5,2017-03-11,17,I,475,69
5,2017-03-11,17,O,386,67
5,2017-03-11,18,I,467,67
5,2017-03-11,18,O,392,58
5,2017-03-11,19,I,392,65
5,2017-03-11,19,O,309,61
5,2017-03-11,20,I,319,57
5,2017-03-11,20,O,214,48
5,2017-03-11,21,I,294,35
5,2017-03-11,21,O,237,42
5,2017-03-11,22,I,300,37
5,2017-03-11,22,O,166,40
5,2017-03-11,23,I,258,27
5,2017-03-11,23,O,157,36
5,2017-03-10,0,I,0,0
5,2017-03-10,0,O,27,3
5,2017-03-10,1,I,0,0
5,2017-03-10,1,O,15,2
5,2017-03-10,2,I,0,0
5,2017-03-10,2,O,13,0
5,2017-03-10,3,I,0,0
5,2017-03-10,3,O,12,4
5,2017-03-10,4,I,0,0
5,2017-03-10,4,O,56,1
5,2017-03-10,5,I,99,18
5,2017-03-10,5,O,297,22
5,2017-03-10,6,I,321,40
5,2017-03-10,6,O,947,49
5,2017-03-10,7,I,436,44
5,2017-03-10,7,O,1356,70
5,2017-03-10,8,I,353,46
5,2017-03-10,8,O,860,48
5,2017-03-10,9,I,303,40
5,2017-03-10,9,O,527,41
5,2017-03-10,10,I,256,28
5,2017-03-10,10,O,429,31
5,2017-03-10,11,I,311,30
5,2017-03-10,11,O,432,51
5,2017-03-10,12,I,393,33
5,2017-03-10,12,O,399,40
5,2017-03-10,13,I,454,41
5,2017-03-10,13,O,446,40
5,2017-03-10,14,I,739,34
5,2017-03-10,14,O,491,44
5,2017-03-10,15,I,903,64
5,2017-03-10,15,O,527,59
5,2017-03-10,16,I,823,52
5,2017-03-10,16,O,540,60
5,2017-03-10,17,I,730,62
5,2017-03-10,17,O,462,62
5,2017-03-10,18,I,613,50
5,2017-03-10,18,O,419,55
5,2017-03-10,19,I,481,51
5,2017-03-10,19,O,360,45
5,2017-03-10,20,I,390,31
5,2017-03-10,20,O,207,33
5,2017-03-10,21,I,373,33
5,2017-03-10,21,O,151,22
5,2017-03-10,22,I,237,32
