Plaza ID,Date,Hour,Direction,# Vehicles - E-ZPass,# Vehicles - VToll
5,2017-04-13,20,I,497,37
5,2017-04-13,20,O,228,33
5,2017-04-13,21,I,354,45
5,2017-04-13,21,O,193,27
5,2017-04-13,22,I,285,36
5,2017-04-13,22,O,149,37
5,2017-04-13,23,I,191,21
5,2017-04-13,23,O,106,28
5,2017-04-12,0,I,105,18
5,2017-04-12,0,O,39,15
5,2017-04-12,1,I,40,10
5,2017-04-12,1,O,17,8
5,2017-04-12,2,I,29,7
5,2017-04-12,2,O,23,4
5,2017-04-12,3,I,27,5
5,2017-04-12,3,O,20,3
5,2017-04-12,4,I,25,5
5,2017-04-12,4,O,67,7
5,2017-04-12,5,I,110,11
5,2017-04-12,5,O,292,15
5,2017-04-12,6,I,323,40
5,2017-04-12,6,O,699,35
5,2017-04-12,7,I,336,65
5,2017-04-12,7,O,907,60
5,2017-04-12,8,I,316,50
5,2017-04-12,8,O,734,45
5,2017-04-12,9,I,340,34
5,2017-04-12,9,O,581,41
5,2017-04-12,10,I,299,47
5,2017-04-12,10,O,569,36
5,2017-04-12,11,I,357,48
5,2017-04-12,11,O,468,49
5,2017-04-12,12,I,414,41
5,2017-04-12,12,O,435,53
5,2017-04-12,13,I,419,28
5,2017-04-12,13,O,420,35
5,2017-04-12,14,I,438,46
5,2017-04-12,14,O,454,48
5,2017-04-12,15,I,613,47
5,2017-04-12,15,O,505,64
5,2017-04-12,16,I,665,52
5,2017-04-12,16,O,460,66
5,2017-04-12,17,I,761,62
5,2017-04-12,17,O,453,53
5,2017-04-12,18,I,703,55
5,2017-04-12,18,O,322,53
5,2017-04-12,19,I,536,49
5,2017-04-12,19,O,273,49
5,2017-04-12,20,I,406,33
5,2017-04-12,20,O,221,37
5,2017-04-12,21,I,338,13
5,2017-04-12,21,O,181,33
5,2017-04-12,22,I,255,23
5,2017-04-12,22,O,158,24
5,2017-04-12,23,I,178,21
5,2017-04-12,23,O,106,15
5,2017-04-11,0,I,96,11
5,2017-04-11,0,O,38,11
5,2017-04-11,1,I,31,3
5,2017-04-11,1,O,18,3
5,2017-04-11,2,I,27,5
5,2017-04-11,2,O,12,3
5,2017-04-11,3,I,19,2
5,2017-04-11,3,O,26,5
5,2017-04-11,4,I,30,7
5,2017-04-11,4,O,64,2
5,2017-04-11,5,I,98,15
5,2017-04-11,5,O,297,13
5,2017-04-11,6,I,313,33
5,2017-04-11,6,O,728,21
5,2017-04-11,7,I,375,63
5,2017-04-11,7,O,965,52
5,2017-04-11,8,I,301,38
5,2017-04-11,8,O,702,47
5,2017-04-11,9,I,363,45
5,2017-04-11,9,O,572,48
5,2017-04-11,10,I,359,50
5,2017-04-11,10,O,480,36
5,2017-04-11,11,I,385,52
5,2017-04-11,11,O,493,57
5,2017-04-11,12,I,487,54
5,2017-04-11,12,O,413,43
5,2017-04-11,13,I,469,91
5,2017-04-11,13,O,450,64
5,2017-04-11,14,I,554,82
5,2017-04-11,14,O,519,75
5,2017-04-11,15,I,771,97
5,2017-04-11,15,O,610,89
5,2017-04-11,16,I,887,97
5,2017-04-11,16,O,531,85
5,2017-04-11,17,I,875,59
5,2017-04-11,17,O,456,65
5,2017-04-11,18,I,793,68
5,2017-04-11,18,O,363,61
5,2017-04-11,19,I,547,48
5,2017-04-11,19,O,309,52
5,2017-04-11,20,I,433,52
5,2017-04-11,20,O,240,37
5,2017-04-11,21,I,315,30
5,2017-04-11,21,O,181,33
5,2017-04-11,22,I,264,26
5,2017-04-11,22,O,166,28
5,2017-04-11,23,I,164,17
5,2017-04-11,23,O,109,16
5,2017-04-10,0,I,84,12
5,2017-04-10,0,O,38,12
5,2017-04-10,1,I,36,7
5,2017-04-10,1,O,21,3
5,2017-04-10,2,I,23,7
5,2017-04-10,2,O,15,10
5,2017-04-10,3,I,24,5
5,2017-04-10,3,O,29,5
5,2017-04-10,4,I,29,4
5,2017-04-10,4,O,83,7
5,2017-04-10,5,I,98,15
5,2017-04-10,5,O,307,18
5,2017-04-10,6,I,326,37
5,2017-04-10,6,O,754,24
5,2017-04-10,7,I,368,48
5,2017-04-10,7,O,987,61
5,2017-04-10,8,I,376,38
5,2017-04-10,8,O,770,33
5,2017-04-10,9,I,306,49
5,2017-04-10,9,O,583,37
5,2017-04-10,10,I,327,35
5,2017-04-10,10,O,512,49
5,2017-04-10,11,I,357,45
5,2017-04-10,11,O,480,40
5,2017-04-10,12,I,403,45
5,2017-04-10,12,O,487,40
5,2017-04-10,13,I,483,32
5,2017-04-10,13,O,471,49
5,2017-04-10,14,I,546,53
5,2017-04-10,14,O,509,50
5,2017-04-10,15,I,750,80
5,2017-04-10,15,O,571,70
5,2017-04-10,16,I,986,94
5,2017-04-10,16,O,504,68
5,2017-04-10,17,I,1019,86
5,2017-04-10,17,O,462,58
5,2017-04-10,18,I,945,83
5,2017-04-10,18,O,365,42
5,2017-04-10,19,I,645,51
5,2017-04-10,19,O,281,50
5,2017-04-10,20,I,397,26
5,2017-04-10,20,O,202,22
5,2017-04-10,21,I,317,28
5,2017-04-10,21,O,197,31
5,2017-04-10,22,I,196,20
5,2017-04-10,22,O,155,17
5,2017-04-10,23,I,142,11
5,2017-04-10,23,O,115,26
5,2017-04-09,0,I,158,23
5,2017-04-09,0,O,87,20
5,2017-04-09,1,I,107,17
5,2017-04-09,1,O,63,17
5,2017-04-09,2,I,68,11
5,2017-04-09,2,O,33,10
5,2017-04-09,3,I,43,8
5,2017-04-09,3,O,23,5
5,2017-04-09,4,I,52,10
5,2017-04-09,4,O,35,2
5,2017-04-09,5,I,45,11
5,2017-04-09,5,O,83,8
5,2017-04-09,6,I,93,20
5,2017-04-09,6,O,175,17
5,2017-04-09,7,I,112,16
5,2017-04-09,7,O,273,29
5,2017-04-09,8,I,186,32
5,2017-04-09,8,O,324,34
5,2017-04-09,9,I,267,42
5,2017-04-09,9,O,369,36
5,2017-04-09,10,I,328,41
5,2017-04-09,10,O,500,50
5,2017-04-09,11,I,437,46
5,2017-04-09,11,O,523,45
5,2017-04-09,12,I,525,60
5,2017-04-09,12,O,496,61
5,2017-04-09,13,I,597,75
5,2017-04-09,13,O,488,48
5,2017-04-09,14,I,661,71
5,2017-04-09,14,O,606,85
5,2017-04-09,15,I,641,80
5,2017-04-09,15,O,537,68
5,2017-04-09,16,I,550,81
5,2017-04-09,16,O,521,82
5,2017-04-09,17,I,542,73
5,2017-04-09,17,O,386,61
5,2017-04-09,18,I,544,84
5,2017-04-09,18,O,375,68
5,2017-04-09,19,I,496,65
5,2017-04-09,19,O,304,48
5,2017-04-09,20,I,454,49
5,2017-04-09,20,O,260,37
5,2017-04-09,21,I,324,52
5,2017-04-09,21,O,178,40
5,2017-04-09,22,I,193,23
5,2017-04-09,22,O,149,22
5,2017-04-09,23,I,148,20
5,2017-04-09,23,O,101,27
5,2017-04-08,0,I,0,18
5,2017-04-08,0,O,63,34
5,2017-04-08,1,I,0,25
5,2017-04-08,1,O,66,15
5,2017-04-08,2,I,0,9
5,2017-04-08,2,O,32,10
5,2017-04-08,3,I,0,8
5,2017-04-08,3,O,24,5
5,2017-04-08,4,I,8,11
5,2017-04-08,4,O,55,5
5,2017-04-08,5,I,62,12
5,2017-04-08,5,O,141,15
5,2017-04-08,6,I,146,16
5,2017-04-08,6,O,272,26
5,2017-04-08,7,I,197,33
5,2017-04-08,7,O,412,26
5,2017-04-08,8,I,278,48
5,2017-04-08,8,O,481,32
5,2017-04-08,9,I,294,41
5,2017-04-08,9,O,508,42
5,2017-04-08,10,I,382,51
5,2017-04-08,10,O,549,54
5,2017-04-08,11,I,461,45
5,2017-04-08,11,O,509,46
5,2017-04-08,12,I,506,55
5,2017-04-08,12,O,561,66
5,2017-04-08,13,I,622,52
5,2017-04-08,13,O,482,52
5,2017-04-08,14,I,624,82
5,2017-04-08,14,O,477,53
5,2017-04-08,15,I,713,104
5,2017-04-08,15,O,581,64
5,2017-04-08,16,I,642,83
5,2017-04-08,16,O,488,61
5,2017-04-08,17,I,585,100
5,2017-04-08,17,O,463,55
5,2017-04-08,18,I,609,92
5,2017-04-08,18,O,384,60
5,2017-04-08,19,I,537,68
5,2017-04-08,19,O,371,40
5,2017-04-08,20,I,393,47
5,2017-04-08,20,O,251,40
5,2017-04-08,21,I,393,41
5,2017-04-08,21,O,224,49
5,2017-04-08,22,I,312,36
5,2017-04-08,22,O,203,43
5,2017-04-08,23,I,249,28
5,2017-04-08,23,O,174,35
5,2017-04-07,0,I,104,13
5,2017-04-07,0,O,35,15
5,2017-04-07,1,I,51,6
5,2017-04-07,1,O,28,5
5,2017-04-07,2,I,41,4
5,2017-04-07,2,O,19,0
5,2017-04-07,3,I,21,5
5,2017-04-07,3,O,20,2
5,2017-04-07,4,I,24,7
5,2017-04-07,4,O,76,7
5,2017-04-07,5,I,103,11
5,2017-04-07,5,O,350,25
5,2017-04-07,6,I,345,25
5,2017-04-07,6,O,958,44
5,2017-04-07,7,I,444,46
5,2017-04-07,7,O,1464,62
5,2017-04-07,8,I,511,70
5,2017-04-07,8,O,880,58
5,2017-04-07,9,I,562,85
5,2017-04-07,9,O,641,58
5,2017-04-07,10,I,366,49
5,2017-04-07,10,O,504,52
5,2017-04-07,11,I,397,55
5,2017-04-07,11,O,488,46
5,2017-04-07,12,I,446,40
5,2017-04-07,12,O,450,54
5,2017-04-07,13,I,502,48
5,2017-04-07,13,O,493,44
5,2017-04-07,14,I,740,60
5,2017-04-07,14,O,547,49
5,2017-04-07,15,I,1048,88
5,2017-04-07,15,O,616,79
5,2017-04-07,16,I,1050,90
5,2017-04-07,16,O,575,63
5,2017-04-07,17,I,998,87
5,2017-04-07,17,O,493,76
5,2017-04-07,18,I,913,80
5,2017-04-07,18,O,460,54
5,2017-04-07,19,I,632,50
5,2017-04-07,19,O,327,41
5,2017-04-07,20,I,456,34
5,2017-04-07,20,O,241,31
5,2017-04-07,21,I,343,44
5,2017-04-07,21,O,210,38
5,2017-04-07,22,I,304,39
5,2017-04-07,22,O,177,32
5,2017-04-07,23,I,48,27
5,2017-04-07,23,O,93,15
5,2017-04-06,0,I,117,14
5,2017-04-06,0,O,35,7
5,2017-04-06,1,I,43,8
5,2017-04-06,1,O,20,7
5,2017-04-06,2,I,27,7
5,2017-04-06,2,O,13,2
5,2017-04-06,3,I,19,6
5,2017-04-06,3,O,37,6
5,2017-04-06,4,I,33,1
5,2017-04-06,4,O,79,7
5,2017-04-06,5,I,92,10
5,2017-04-06,5,O,336,10
5,2017-04-06,6,I,295,31
5,2017-04-06,6,O,970,38
5,2017-04-06,7,I,400,51
5,2017-04-06,7,O,1585,96
5,2017-04-06,8,I,375,43
5,2017-04-06,8,O,998,58
5,2017-04-06,9,I,337,56
5,2017-04-06,9,O,721,42
5,2017-04-06,10,I,312,38
5,2017-04-06,10,O,475,45
5,2017-04-06,11,I,308,27
5,2017-04-06,11,O,467,40
5,2017-04-06,12,I,342,36
5,2017-04-06,12,O,417,65
5,2017-04-06,13,I,427,33
5,2017-04-06,13,O,459,49
5,2017-04-06,14,I,636,45
5,2017-04-06,14,O,465,53
5,2017-04-06,15,I,891,70
5,2017-04-06,15,O,559,62
5,2017-04-06,16,I,925,60
5,2017-04-06,16,O,505,54
5,2017-04-06,17,I,1161,81
5,2017-04-06,17,O,511,52
5,2017-04-06,18,I,1044,77
5,2017-04-06,18,O,405,53
5,2017-04-06,19,I,728,46
5,2017-04-06,19,O,313,38
5,2017-04-06,20,I,504,39
5,2017-04-06,20,O,202,18
5,2017-04-06,21,I,429,28
5,2017-04-06,21,O,184,21
5,2017-04-06,22,I,237,18
5,2017-04-06,22,O,121,25
5,2017-04-06,23,I,160,17
5,2017-04-06,23,O,91,19
5,2017-04-05,0,I,0,0
5,2017-04-05,0,O,5,0
5,2017-04-05,1,I,0,0
5,2017-04-05,1,O,3,0
5,2017-04-05,2,I,0,0
5,2017-04-05,2,O,5,0
5,2017-04-05,3,I,2,0
5,2017-04-05,3,O,12,0
5,2017-04-05,4,I,25,1
5,2017-04-05,4,O,69,4
5,2017-04-05,5,I,114,13
5,2017-04-05,5,O,345,19
5,2017-04-05,6,I,351,36
5,2017-04-05,6,O,1015,44
5,2017-04-05,7,I,440,45
5,2017-04-05,7,O,1676,72
5,2017-04-05,8,I,440,59
5,2017-04-05,8,O,1059,71
5,2017-04-05,9,I,398,44
5,2017-04-05,9,O,723,45
5,2017-04-05,10,I,360,44
5,2017-04-05,10,O,562,43
5,2017-04-05,11,I,371,36
5,2017-04-05,11,O,484,40
5,2017-04-05,12,I,324,50
5,2017-04-05,12,O,477,53
5,2017-04-05,13,I,392,44
5,2017-04-05,13,O,465,53
5,2017-04-05,14,I,764,54
5,2017-04-05,14,O,502,54
5,2017-04-05,15,I,964,74
5,2017-04-05,15,O,626,84
5,2017-04-05,16,I,997,69
5,2017-04-05,16,O,596,51
5,2017-04-05,17,I,1080,85
5,2017-04-05,17,O,584,62
5,2017-04-05,18,I,1210,88
5,2017-04-05,18,O,451,46
5,2017-04-05,19,I,781,60
5,2017-04-05,19,O,310,29
5,2017-04-05,20,I,513,31
5,2017-04-05,20,O,215,35
5,2017-04-05,21,I,459,24
5,2017-04-05,21,O,138,36
5,2017-04-05,22,I,250,12
5,2017-04-05,22,O,119,26
5,2017-04-05,23,I,174,17
5,2017-04-05,23,O,87,13
5,2017-04-04,0,I,72,9
5,2017-04-04,0,O,31,8
5,2017-04-04,1,I,40,3
5,2017-04-04,1,O,21,3
5,2017-04-04,2,I,29,1
5,2017-04-04,2,O,19,3
5,2017-04-04,3,I,12,3
5,2017-04-04,3,O,21,2
5,2017-04-04,4,I,25,2
5,2017-04-04,4,O,62,3
5,2017-04-04,5,I,79,9
5,2017-04-04,5,O,325,13
5,2017-04-04,6,I,299,24
5,2017-04-04,6,O,981,34
5,2017-04-04,7,I,407,30
5,2017-04-04,7,O,1705,95
5,2017-04-04,8,I,467,51
5,2017-04-04,8,O,1271,108
5,2017-04-04,9,I,334,37
5,2017-04-04,9,O,768,66
5,2017-04-04,10,I,323,31
5,2017-04-04,10,O,501,42
5,2017-04-04,11,I,293,36
5,2017-04-04,11,O,499,48
5,2017-04-04,12,I,360,40
5,2017-04-04,12,O,423,49
5,2017-04-04,13,I,400,30
5,2017-04-04,13,O,435,42
5,2017-04-04,14,I,538,31
5,2017-04-04,14,O,500,38
5,2017-04-04,15,I,795,61
5,2017-04-04,15,O,579,64
5,2017-04-04,16,I,1107,68
5,2017-04-04,16,O,534,56
5,2017-04-04,17,I,1157,67
5,2017-04-04,17,O,512,42
5,2017-04-04,18,I,952,47
5,2017-04-04,18,O,413,54
5,2017-04-04,19,I,651,40
5,2017-04-04,19,O,270,42
5,2017-04-04,20,I,495,30
5,2017-04-04,20,O,200,20
5,2017-04-04,21,I,436,29
5,2017-04-04,21,O,168,30
5,2017-04-04,22,I,8,2
5,2017-04-04,22,O,27,9
5,2017-04-04,23,I,0,0
5,2017-04-04,23,O,7,0
5,2017-04-03,0,I,88,15
5,2017-04-03,0,O,28,11
5,2017-04-03,1,I,44,9
5,2017-04-03,1,O,16,5
5,2017-04-03,2,I,24,5
5,2017-04-03,2,O,15,3
5,2017-04-03,3,I,16,2
5,2017-04-03,3,O,24,4
5,2017-04-03,4,I,29,4
5,2017-04-03,4,O,57,7
5,2017-04-03,5,I,107,14
5,2017-04-03,5,O,326,18
5,2017-04-03,6,I,324,37
5,2017-04-03,6,O,1007,35
5,2017-04-03,7,I,442,46
5,2017-04-03,7,O,1578,77
5,2017-04-03,8,I,412,59
5,2017-04-03,8,O,1020,53
5,2017-04-03,9,I,334,37
5,2017-04-03,9,O,677,40
5,2017-04-03,10,I,335,34
5,2017-04-03,10,O,479,52
5,2017-04-03,11,I,358,37
5,2017-04-03,11,O,507,41
5,2017-04-03,12,I,416,34
5,2017-04-03,12,O,448,57
5,2017-04-03,13,I,416,39
5,2017-04-03,13,O,433,49
5,2017-04-03,14,I,523,54
5,2017-04-03,14,O,558,45
5,2017-04-03,15,I,840,71
5,2017-04-03,15,O,594,67
5,2017-04-03,16,I,1149,77
5,2017-04-03,16,O,547,69
5,2017-04-03,17,I,1114,86
5,2017-04-03,17,O,510,72
5,2017-04-03,18,I,1087,83
5,2017-04-03,18,O,453,61
5,2017-04-03,19,I,801,73
5,2017-04-03,19,O,348,46
5,2017-04-03,20,I,546,42
5,2017-04-03,20,O,183,39
5,2017-04-03,21,I,378,28
5,2017-04-03,21,O,152,29
5,2017-04-03,22,I,151,18
5,2017-04-03,22,O,92,17
5,2017-04-03,23,I,105,8
5,2017-04-03,23,O,59,10
5,2017-04-02,0,I,191,24
5,2017-04-02,0,O,107,22
5,2017-04-02,1,I,127,15
5,2017-04-02,1,O,56,14
5,2017-04-02,2,I,76,9
5,2017-04-02,2,O,40,6
5,2017-04-02,3,I,44,9
5,2017-04-02,3,O,27,4
5,2017-04-02,4,I,36,11
5,2017-04-02,4,O,29,7
5,2017-04-02,5,I,50,11
5,2017-04-02,5,O,73,8
5,2017-04-02,6,I,102,13
5,2017-04-02,6,O,136,8
5,2017-04-02,7,I,141,19
5,2017-04-02,7,O,245,25
5,2017-04-02,8,I,194,30
5,2017-04-02,8,O,306,32
5,2017-04-02,9,I,250,30
5,2017-04-02,9,O,457,26
5,2017-04-02,10,I,343,40
5,2017-04-02,10,O,543,54
5,2017-04-02,11,I,437,45
5,2017-04-02,11,O,528,68
5,2017-04-02,12,I,549,67
5,2017-04-02,12,O,540,54
5,2017-04-02,13,I,695,68
5,2017-04-02,13,O,521,48
5,2017-04-02,14,I,704,89
5,2017-04-02,14,O,531,58
5,2017-04-02,15,I,610,74
5,2017-04-02,15,O,596,71
5,2017-04-02,16,I,704,99
5,2017-04-02,16,O,563,76
5,2017-04-02,17,I,681,106
5,2017-04-02,17,O,482,77
5,2017-04-02,18,I,563,82
5,2017-04-02,18,O,487,75
5,2017-04-02,19,I,465,47
5,2017-04-02,19,O,379,71
5,2017-04-02,20,I,475,64
5,2017-04-02,20,O,276,52
5,2017-04-02,21,I,477,47
5,2017-04-02,21,O,175,26
5,2017-04-02,22,I,194,23
5,2017-04-02,22,O,125,28
5,2017-04-02,23,I,146,23
5,2017-04-02,23,O,90,21
5,2017-04-01,0,I,110,12
5,2017-04-01,0,O,37,12
5,2017-04-01,1,I,44,6
5,2017-04-01,1,O,43,8
5,2017-04-01,2,I,34,8
5,2017-04-01,2,O,20,4
5,2017-04-01,3,I,14,4
5,2017-04-01,3,O,23,2
5,2017-04-01,4,I,24,7
5,2017-04-01,4,O,32,3
5,2017-04-01,5,I,49,8
5,2017-04-01,5,O,113,6
5,2017-04-01,6,I,116,9
5,2017-04-01,6,O,245,22
5,2017-04-01,7,I,162,21
5,2017-04-01,7,O,366,35
5,2017-04-01,8,I,255,51
5,2017-04-01,8,O,430,31
5,2017-04-01,9,I,278,34
5,2017-04-01,9,O,493,35
5,2017-04-01,10,I,368,45
5,2017-04-01,10,O,541,46
5,2017-04-01,11,I,412,36
5,2017-04-01,11,O,541,54
5,2017-04-01,12,I,445,59
5,2017-04-01,12,O,512,55
5,2017-04-01,13,I,495,44
5,2017-04-01,13,O,494,55
5,2017-04-01,14,I,501,60
5,2017-04-01,14,O,466,67
5,2017-04-01,15,I,503,60
5,2017-04-01,15,O,468,94
5,2017-04-01,16,I,508,57
5,2017-04-01,16,O,492,73
5,2017-04-01,17,I,518,54
5,2017-04-01,17,O,505,76
5,2017-04-01,18,I,420,55
5,2017-04-01,18,O,457,89
5,2017-04-01,19,I,377,44
5,2017-04-01,19,O,355,69
5,2017-04-01,20,I,379,48
5,2017-04-01,20,O,243,46
5,2017-04-01,21,I,331,37
5,2017-04-01,21,O,235,30
5,2017-04-01,22,I,273,34
5,2017-04-01,22,O,252,36
5,2017-04-01,23,I,263,33
5,2017-04-01,23,O,165,46
5,2017-03-31,0,I,0,0
5,2017-03-31,0,O,8,0
5,2017-03-31,1,I,0,0
5,2017-03-31,1,O,8,0
5,2017-03-31,2,I,0,0
5,2017-03-31,2,O,2,0
5,2017-03-31,3,I,0,0
5,2017-03-31,3,O,1,0
5,2017-03-31,4,I,0,0
5,2017-03-31,4,O,26,1
5,2017-03-31,5,I,92,16
5,2017-03-31,5,O,329,23
5,2017-03-31,6,I,304,30
5,2017-03-31,6,O,902,32
5,2017-03-31,7,I,402,50
5,2017-03-31,7,O,1465,83
5,2017-03-31,8,I,393,40
5,2017-03-31,8,O,910,62
5,2017-03-31,9,I,359,36
5,2017-03-31,9,O,622,39
5,2017-03-31,10,I,320,37
5,2017-03-31,10,O,445,42
5,2017-03-31,11,I,346,37
5,2017-03-31,11,O,468,54
5,2017-03-31,12,I,384,35
5,2017-03-31,12,O,494,47
5,2017-03-31,13,I,507,47
5,2017-03-31,13,O,515,53
5,2017-03-31,14,I,720,62
5,2017-03-31,14,O,511,60
5,2017-03-31,15,I,995,56
5,2017-03-31,15,O,531,70
5,2017-03-31,16,I,1025,86
5,2017-03-31,16,O,556,76
5,2017-03-31,17,I,1065,81
5,2017-03-31,17,O,478,85
5,2017-03-31,18,I,818,76
5,2017-03-31,18,O,427,49
5,2017-03-31,19,I,553,47
5,2017-03-31,19,O,363,69
5,2017-03-31,20,I,344,35
5,2017-03-31,20,O,226,56
5,2017-03-31,21,I,320,33
5,2017-03-31,21,O,217,43
5,2017-03-31,22,I,192,24
5,2017-03-31,22,O,145,24
5,2017-03-31,23,I,119,26
5,2017-03-31,23,O,103,24
5,2017-03-30,0,I,87,12
5,2017-03-30,0,O,32,7
5,2017-03-30,1,I,44,5
5,2017-03-30,1,O,25,1
5,2017-03-30,2,I,24,2
5,2017-03-30,2,O,13,5
5,2017-03-30,3,I,22,4
5,2017-03-30,3,O,21,3
5,2017-03-30,4,I,33,4
5,2017-03-30,4,O,59,4
5,2017-03-30,5,I,98,11
5,2017-03-30,5,O,356,19
5,2017-03-30,6,I,364,35
5,2017-03-30,6,O,1020,44
5,2017-03-30,7,I,400,63
5,2017-03-30,7,O,1596,77
5,2017-03-30,8,I,423,62
5,2017-03-30,8,O,1032,66
5,2017-03-30,9,I,328,39
5,2017-03-30,9,O,708,69
5,2017-03-30,10,I,371,49
5,2017-03-30,10,O,577,46
5,2017-03-30,11,I,295,41
5,2017-03-30,11,O,494,56
5,2017-03-30,12,I,361,51
5,2017-03-30,12,O,442,52
5,2017-03-30,13,I,384,34
5,2017-03-30,13,O,501,65
5,2017-03-30,14,I,721,53
5,2017-03-30,14,O,583,51
5,2017-03-30,15,I,881,89
5,2017-03-30,15,O,605,65
5,2017-03-30,16,I,1079,85
5,2017-03-30,16,O,623,71
5,2017-03-30,17,I,1187,80
5,2017-03-30,17,O,582,89
5,2017-03-30,18,I,1101,65
5,2017-03-30,18,O,484,60
5,2017-03-30,19,I,711,38
5,2017-03-30,19,O,354,49
5,2017-03-30,20,I,538,47
5,2017-03-30,20,O,215,20
5,2017-03-30,21,I,430,33
5,2017-03-30,21,O,167,25
5,2017-03-30,22,I,7,1
5,2017-03-30,22,O,18,4
5,2017-03-30,23,I,0,0
5,2017-03-30,23,O,6,0
5,2017-03-29,0,I,75,10
5,2017-03-29,0,O,22,13
5,2017-03-29,1,I,45,7
5,2017-03-29,1,O,23,6
5,2017-03-29,2,I,21,3
5,2017-03-29,2,O,10,6
5,2017-03-29,3,I,14,4
5,2017-03-29,3,O,17,2
5,2017-03-29,4,I,33,5
5,2017-03-29,4,O,68,2
5,2017-03-29,5,I,95,19
5,2017-03-29,5,O,353,18
5,2017-03-29,6,I,354,40
5,2017-03-29,6,O,1018,52
5,2017-03-29,7,I,437,61
5,2017-03-29,7,O,1623,40
5,2017-03-29,8,I,455,50
5,2017-03-29,8,O,962,70
5,2017-03-29,9,I,354,41
5,2017-03-29,9,O,758,46
5,2017-03-29,10,I,312,43
5,2017-03-29,10,O,539,52
5,2017-03-29,11,I,376,38
5,2017-03-29,11,O,486,36
5,2017-03-29,12,I,426,52
5,2017-03-29,12,O,432,44
5,2017-03-29,13,I,513,62
5,2017-03-29,13,O,490,43
5,2017-03-29,14,I,748,65
5,2017-03-29,14,O,516,68
5,2017-03-29,15,I,975,82
5,2017-03-29,15,O,657,73
5,2017-03-29,16,I,1054,86
5,2017-03-29,16,O,576,73
5,2017-03-29,17,I,1125,84
5,2017-03-29,17,O,579,56
5,2017-03-29,18,I,1156,97
5,2017-03-29,18,O,443,58
5,2017-03-29,19,I,914,79
5,2017-03-29,19,O,336,51
5,2017-03-29,20,I,511,41
5,2017-03-29,20,O,206,40
5,2017-03-29,21,I,431,30
5,2017-03-29,21,O,170,26
5,2017-03-29,22,I,238,22
5,2017-03-29,22,O,115,29
5,2017-03-29,23,I,145,14
5,2017-03-29,23,O,88,23
5,2017-03-28,0,I,64,13
5,2017-03-28,0,O,38,7
5,2017-03-28,1,I,28,4
5,2017-03-28,1,O,14,7
5,2017-03-28,2,I,29,5
5,2017-03-28,2,O,21,3
5,2017-03-28,3,I,18,3
5,2017-03-28,3,O,26,2
5,2017-03-28,4,I,39,3
5,2017-03-28,4,O,62,6
5,2017-03-28,5,I,88,15
5,2017-03-28,5,O,347,18
5,2017-03-28,6,I,329,34
5,2017-03-28,6,O,991,46
5,2017-03-28,7,I,400,51
5,2017-03-28,7,O,1633,76
5,2017-03-28,8,I,404,52
5,2017-03-28,8,O,1100,63
5,2017-03-28,9,I,369,39
5,2017-03-28,9,O,805,59
5,2017-03-28,10,I,369,46
5,2017-03-28,10,O,514,50
5,2017-03-28,11,I,427,47
5,2017-03-28,11,O,422,46
5,2017-03-28,12,I,343,34
5,2017-03-28,12,O,377,32
5,2017-03-28,13,I,422,33
5,2017-03-28,13,O,456,46
5,2017-03-28,14,I,523,43
5,2017-03-28,14,O,509,48
5,2017-03-28,15,I,789,51
5,2017-03-28,15,O,580,61
5,2017-03-28,16,I,1202,79
5,2017-03-28,16,O,494,53
5,2017-03-28,17,I,1159,70
5,2017-03-28,17,O,480,47
5,2017-03-28,18,I,1014,64
5,2017-03-28,18,O,377,46
5,2017-03-28,19,I,622,40
5,2017-03-28,19,O,280,34
5,2017-03-28,20,I,464,31
5,2017-03-28,20,O,181,30
5,2017-03-28,21,I,385,17
5,2017-03-28,21,O,156,23
5,2017-03-28,22,I,207,22
5,2017-03-28,22,O,104,8
5,2017-03-28,23,I,138,15
5,2017-03-28,23,O,80,20
5,2017-03-27,0,I,79,20
5,2017-03-27,0,O,33,13
5,2017-03-27,1,I,36,8
5,2017-03-27,1,O,17,10
5,2017-03-27,2,I,21,4
5,2017-03-27,2,O,17,5
5,2017-03-27,3,I,20,4
5,2017-03-27,3,O,24,3
5,2017-03-27,4,I,31,2
5,2017-03-27,4,O,63,8
5,2017-03-27,5,I,80,10
5,2017-03-27,5,O,322,13
5,2017-03-27,6,I,311,32
5,2017-03-27,6,O,951,37
5,2017-03-27,7,I,382,39
5,2017-03-27,7,O,1582,94
5,2017-03-27,8,I,416,44
5,2017-03-27,8,O,948,68
5,2017-03-27,9,I,406,40
5,2017-03-27,9,O,739,44
5,2017-03-27,10,I,362,35
5,2017-03-27,10,O,515,37
5,2017-03-27,11,I,312,36
5,2017-03-27,11,O,474,38
5,2017-03-27,12,I,374,43
5,2017-03-27,12,O,404,34
5,2017-03-27,13,I,433,35
5,2017-03-27,13,O,424,38
5,2017-03-27,14,I,529,48
5,2017-03-27,14,O,457,56
5,2017-03-27,15,I,761,57
5,2017-03-27,15,O,551,59
5,2017-03-27,16,I,1160,56
5,2017-03-27,16,O,520,48
5,2017-03-27,17,I,1172,69
5,2017-03-27,17,O,515,46
5,2017-03-27,18,I,925,51
5,2017-03-27,18,O,392,52
5,2017-03-27,19,I,599,51
5,2017-03-27,19,O,310,38
5,2017-03-27,20,I,470,24
5,2017-03-27,20,O,185,34
